split,image_name,image_path,new_split,component_id,old_split,old_rel_image,md5,source_group,instances,phash,dhash,hash_ok,hash_error
train,train__C-W1-0016.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0016.jpg,train,0,train,C-W1-0016.jpg,42ffdb275ca2fce8bd87bed375d0e0cd,c-w1,981,10736585611629485982,15607972392149724330,True,
train,train__C-W1-0017.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0017.jpg,train,0,train,C-W1-0017.jpg,b19f65b4f8175f1df2baf1557e1fc4d6,c-w1,977,15096085169209071510,15689059175405457066,True,
train,train__C-W1-0018.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0018.jpg,train,0,train,C-W1-0018.jpg,68d5fb67b2d210d28da568c8ee3af691,c-w1,941,10700556264888328088,15689048217199332578,True,
train,train__C-W1-0019.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0019.jpg,train,0,train,C-W1-0019.jpg,8af14a9f8398682b368bdd6d339acb99,c-w1,742,15096353587518429149,15684551216797846698,True,
train,train__C-W1-0020.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0020.jpg,train,0,train,C-W1-0020.jpg,1a480ca32b3c0ca5cc8ad8d3f0d47f7d,c-w1,963,10484667981139533020,15684555616982936802,True,
train,train__C-W1-0021.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0021.jpg,train,0,train,C-W1-0021.jpg,3207808bd4986f7f2fd3b80fa3a23d90,c-w1,774,10700557089555275166,15675530821114014882,True,
train,train__C-W1-0022.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0022.jpg,train,0,train,C-W1-0022.jpg,141134641b5299c5e51d4bfc98e6ad60,c-w1,835,10484380733995474846,15689054814135788706,True,
train,train__C-W1-0023.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0023.jpg,train,0,train,C-W1-0023.jpg,0362f59d93811ab78a2a2889f1c2e311,c-w1,845,10772893684635258782,15689054814268828834,True,
train,train__C-W1-0024.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0024.jpg,train,0,train,C-W1-0024.jpg,4648608e26eace66097514cc57efce49,c-w1,361,11353576286678081430,11077368759334216866,True,
train,train__C-W1-0025.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0025.jpg,train,0,train,C-W1-0025.jpg,d42dd1e3724f14836bf31d09b6c5f25e,c-w1,689,10448651970204851678,15680029986321337514,True,
train,train__C-W1-0026.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0026.jpg,train,0,train,C-W1-0026.jpg,3c73a4896979ee112d1b8320c0a0801a,c-w1,368,10777395772467895710,15680047612732384418,True,
train,train__C-W1-0027.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0027.jpg,train,0,train,C-W1-0027.jpg,681c73bb5c670fa3bec1bd58ad579876,c-w1,896,14239266482238315984,17793986873432006856,True,
train,train__C-W1-0028.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0028.jpg,train,0,train,C-W1-0028.jpg,77c2f63e951d4caa3e97060ac7b9b85c,c-w1,739,9625319945213877652,15344028813640130760,True,
train,train__C-W1-0029.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0029.jpg,train,0,train,C-W1-0029.jpg,5a0c4db7e4f825a9e411151d3433885d,c-w1,436,10398765338578133072,4096281941813075358,True,
train,train__C-W1-0030.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0030.jpg,train,0,train,C-W1-0030.jpg,882f8606f49a0f565104af12eb28f15d,c-w1,221,10855144121243191155,18369739143287158809,True,
train,train__C-W1-0031.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0031.jpg,train,0,train,C-W1-0031.jpg,39f2b0faba270cb57d240b9e25a57d8a,c-w1,572,16485993876706519742,9549466864661735078,True,
train,train__C-W1-0032.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0032.jpg,train,0,train,C-W1-0032.jpg,c2a66508dd82522b517e6dcd8e3593fe,c-w1,563,16485994907431795247,14161152882552252070,True,
train,train__C-W1-0033.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0033.jpg,train,0,train,C-W1-0033.jpg,caed07ca0a840d7b28c83f7a590cb000,c-w1,457,16485995113589992117,11855309873338551982,True,
train,train__C-W1-0034.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0034.jpg,train,0,train,C-W1-0034.jpg,4132b2fcc35a1c535692883d41309c60,c-w1,403,16485990715552135845,11855310010777503438,True,
train,train__C-W1-0035.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0035.jpg,train,0,train,C-W1-0035.jpg,546e48d4058c1bb0426a8f3899c824d6,c-w1,405,16485990715677178535,14161153019991197318,True,
train,train__C-W1-0036.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0036.jpg,train,0,train,C-W1-0036.jpg,4e72d2acd25c2e769ff62e4fff42051f,c-w1,455,16486025762543139517,9549466864661726862,True,
train,train__C-W1-0037.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0037.jpg,train,0,train,C-W1-0037.jpg,ad75257051ae314180207651fac7e8ad,c-w1,465,16485994976285510329,11855309873340649094,True,
train,train__C-W1-0038.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0038.jpg,train,0,train,C-W1-0038.jpg,8e99a7abe6af35fb596f8d16c50fe79e,c-w1,463,16485994976151300796,14161152883089122950,True,
train,train__C-W1-0039.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0039.jpg,train,0,train,C-W1-0039.jpg,e0c4ec1492ea023dcb9a42d18333c553,c-w1,651,14643081913880134248,16981879991836992483,True,
train,train__C-W1-0040.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0040.jpg,train,0,train,C-W1-0040.jpg,7fa28059411b7f99cbad2947068117ad,c-w1,261,13853952424126965880,11637725164111663491,True,
train,train__C-W1-0041.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0041.jpg,train,0,train,C-W1-0041.jpg,4909c1285249ddb1d788240a87518e4d,c-w1,302,14432101755976139881,9259824290277097859,True,
train,train__C-W1-0042.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0042.jpg,train,0,train,C-W1-0042.jpg,114642070194d4c0ab547052dc146740,c-w1,320,13891669808979638376,9331882154897965441,True,
train,train__C-W1-0043.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0043.jpg,train,0,train,C-W1-0043.jpg,bf104a69b6e0698e02bf49967002dc3a,c-w1,448,14917329612052860715,16195191375852478849,True,
train,train__C-W1-0044.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0044.jpg,train,0,train,C-W1-0044.jpg,a6d3a8a59bd461f269cf314244f7a0e3,c-w1,408,14921973812738819884,13889241989966406017,True,
train,train__C-W1-0045.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0045.jpg,train,0,train,C-W1-0045.jpg,5aaf3a2be8f73ba197ebd144f8ca467e,c-w1,252,14432102030588756337,9331882156508578183,True,
train,train__C-W1-0046.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0046.jpg,train,0,train,C-W1-0046.jpg,81613d38d501de802df334c6bc29c79d,c-w1,308,10700588837987342298,15900728392621755438,True,
train,train__C-W1-0047.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0047.jpg,train,0,train,C-W1-0047.jpg,88de6d1ac0cdbee7e92f9f9719c94405,c-w1,302,10772649180535889366,15684621546711682126,True,
train,train__C-W1-0048.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0048.jpg,train,0,train,C-W1-0048.jpg,edd47ab498848007284c9a56e993d940,c-w1,812,10700570558572976094,15689041583622073506,True,
train,train__C-W1-0049.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0049.jpg,train,0,train,C-W1-0049.jpg,f38f262915d835e846d1ee0053427262,c-w1,908,15024292007717559766,15680034422753733802,True,
train,train__C-W1-0050.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0050.jpg,train,0,train,C-W1-0050.jpg,e4f3eb7f1c0f0d341f23daf929e1a53b,c-w1,335,9303716771925341228,17361641481138401520,True,
train,train__C-W1-0051.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0051.jpg,train,0,train,C-W1-0051.jpg,171265252388b105cd8bf185ca3397c7,c-w1,699,9509424524608726678,11000817075842696653,True,
train,train__C-W1-0052.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0052.jpg,train,0,train,C-W1-0052.jpg,a4ff5513f2aeadb99e1107eb55e44643,c-w1,600,13977061639330922811,9403657329607467104,True,
train,train__C-W1-0053.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0053.jpg,train,0,train,C-W1-0053.jpg,bd8b9bef69b004d59bc67ae6be66e7ae,c-w1,394,13974738929942724921,9259542124351742560,True,
train,train__C-W1-0054.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0054.jpg,train,0,train,C-W1-0054.jpg,64a5e89f06cc76cd9b567ac85778db04,c-w1,426,14631478882452053216,16411243775948489504,True,
train,train__C-W1-0055.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0055.jpg,train,0,train,C-W1-0055.jpg,eb7e205fde1c0f40d807e41e3467fd25,c-w1,685,10669328279267071454,15680047578104212650,True,
train,train__C-W1-0056.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0056.jpg,train,0,train,C-W1-0056.jpg,dcef24d3107da6f0683dba7d3ce88949,c-w1,707,9905108409420731682,16343172288284511187,True,
train,train__C-W1-0057.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0057.jpg,train,0,train,C-W1-0057.jpg,ba04daaaf791d8de655bc8bfcb7adc1f,c-w1,829,9355387779837908875,15189190815830035419,True,
train,train__C-W1-0058.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0058.jpg,train,0,train,C-W1-0058.jpg,b8f47ae5947720be58195b8d6f1198d4,c-w1,821,9940855721766089990,15770161872205695955,True,
train,train__C-W1-0059.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0059.jpg,train,0,train,C-W1-0059.jpg,18c00b31f0f6b07f7c29490bdca46c06,c-w1,826,9940926091550512386,15770001242576309203,True,
train,train__C-W1-0060.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0060.jpg,train,0,train,C-W1-0060.jpg,210bcb327437440af7071bbb3ae07c10,c-w1,863,9940855722806277386,15769942004239887315,True,
train,train__C-W1-0061.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0061.jpg,train,0,train,C-W1-0061.jpg,697fee56b96505a72e8c5d328c7d8e2c,c-w1,1151,16774501329505611885,16342300031571723175,True,
train,train__C-W1-0062.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0062.jpg,train,0,train,C-W1-0062.jpg,9f8bb36ac9003200a9426cddbbcd32e4,c-w1,899,14473162467963760736,12790655468704113571,True,
train,train__C-W1-0063.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0063.jpg,train,0,train,C-W1-0063.jpg,ced789a2bb3fee499eae4f22ef5bead9,c-w1,947,14544692296419360873,12864973665258702211,True,
train,train__C-W1-0064.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0064.jpg,train,0,train,C-W1-0064.jpg,5a465a116ef5ca8f57b87ed5be1802b7,c-w1,563,14490127702400339464,14465756137152782721,True,
train,train__C-W1-0065.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0065.jpg,train,0,train,C-W1-0065.jpg,dc182b387b39116597c5887ab8c61926,c-w1,419,14629790032591785185,16342616795631389472,True,
train,train__C-W1-0066.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0066.jpg,train,0,train,C-W1-0066.jpg,03b4da40cfa528532cf8ad67da254092,c-w1,710,14631479019894934624,16351639320383458080,True,
train,train__C-W1-0067.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0067.jpg,train,0,train,C-W1-0067.jpg,edd42d79e8480c489a318be2aac366b9,c-w1,831,16485990573952367294,9549466864663832198,True,
train,train__C-W1-0068.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0068.jpg,train,0,train,C-W1-0068.jpg,ff567af230aff0fdfc292a1f00f5dd0e,c-w1,151,10855144120572102519,13762517124888672281,True,
train,train__C-W1-0069.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0069.jpg,train,0,train,C-W1-0069.jpg,f1ae43f121991c0dc2534723dd69da94,c-w1,144,10855135324747581299,13758013525261301785,True,
train,train__C-W1-0070.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0070.jpg,train,0,train,C-W1-0070.jpg,6d7f62b2641eb12b121c8141d5e62a20,c-w1,274,10927201990293242738,13758055323886172185,True,
train,train__C-W1-0071.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0071.jpg,train,0,train,C-W1-0071.jpg,43a37e6217928e584bc0f1a8e63efd4a,c-w1,682,9509424524608726678,11000817075842696653,True,
train,train__C-W1-0072.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0072.jpg,train,0,train,C-W1-0072.jpg,6d511eff6d249cda76c284216b8c3c3a,c-w1,923,14833837403814002145,11944586843258995659,True,
train,train__C-W1-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0073.jpg,train,0,train,C-W1-0073.jpg,5195477519fcc3e8303f4720f2e24c7b,c-w1,222,10896521846462525925,1961384144630508780,True,
train,train__C-W1-0074.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0074.jpg,train,0,train,C-W1-0074.jpg,9f4b3dc335613c6edb0089bac4dc5368,c-w1,245,10896521880688046565,1961384144630508780,True,
train,train__C-W1-0075.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0075.jpg,train,0,train,C-W1-0075.jpg,18be06d59cb12c97f944c1dcdbb998ff,c-w1,168,10896521880688047013,1961384144664063212,True,
train,train__C-W1-0076.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0076.jpg,train,0,train,C-W1-0076.jpg,7de1cd7dd7b65fa1254a6f805ea1750e,c-w1,258,10896592215609356709,1961384144699976940,True,
train,train__C-W1-0077.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0077.jpg,train,0,train,C-W1-0077.jpg,0a0d9295d0efb2cd43c86d0165faf42a,c-w1,119,10896526244506940325,1961384144632605932,True,
train,train__C-W1-0078.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0078.jpg,train,0,train,C-W1-0078.jpg,584cc665ba5f3810e3e745956f85ded6,c-w1,117,10896526244911690149,2249614520849329388,True,
train,train__C-W1-0079.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0079.jpg,train,0,train,C-W1-0079.jpg,63d88897f29fe4143079cd2b312c8cf1,c-w1,95,10608854420332251041,1961384144664059100,True,
train,train__C-W1-0080.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0080.jpg,train,0,train,C-W1-0080.jpg,b073b7beea8cc9dcda99f2e8353d01f1,c-w1,399,10519854325871191205,7672655720709012222,True,
train,train__C-W1-0081.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0081.jpg,train,0,train,C-W1-0081.jpg,dca48507ea356fc3c770f996b3d164ec,c-w1,270,10519924701053617318,17022123053900823294,True,
train,train__C-W1-0082.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0082.jpg,train,0,train,C-W1-0082.jpg,0b601b340d8e8b0354215a47c3f3a9f4,c-w1,193,10438860098821985446,7798751012750813950,True,
train,train__C-W1-0083.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0083.jpg,train,0,train,C-W1-0083.jpg,8992770bb04558b5db613d63707a3dee,c-w1,388,10380753130433814649,6402126001146273180,True,
train,train__C-W1-0084.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0084.jpg,train,0,train,C-W1-0084.jpg,fb5c095d4369d51d50cdb60522840e0f,c-w1,414,10396513555943268456,8707967955878392222,True,
train,train__C-W1-0085.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0085.jpg,train,0,train,C-W1-0085.jpg,bba005206ebe82b6bffcf6c48f61209e,c-w1,158,10398765355555627128,8707985552428347806,True,
train,train__C-W1-0086.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0086.jpg,train,0,train,C-W1-0086.jpg,1dec763660179f6c876a975ac3f23a45,c-w1,81,10855136149783889779,13758048726813259801,True,
train,train__C-W1-0087.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0087.jpg,train,0,train,C-W1-0087.jpg,2f427baa352e9303d847dbf5eff8e860,c-w1,131,10855135875040200563,13758013525261301785,True,
train,train__C-W1-0088.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0088.jpg,train,0,train,C-W1-0088.jpg,793f68e3cdc36bdd7e38f572f8cad0a7,c-w1,147,14507787332613428487,14182277896977697747,True,
train,train__C-W1-0089.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0089.jpg,train,0,train,C-W1-0089.jpg,6b12a75d5fb0035cc4646ad982060128,c-w1,642,9905108400831919362,16886841205818444755,True,
train,train__C-W1-0090.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0090.jpg,train,0,train,C-W1-0090.jpg,2fc42fc0ec27260a92f485868b60dec9,c-w1,783,9940855722806277382,15770157371079977939,True,
train,train__C-W1-0091.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0091.jpg,train,0,train,C-W1-0091.jpg,67940b9c3dc02c5675e31e562abbd1b0,c-w1,197,9509424541721478807,11149435865156535757,True,
train,train__C-W1-0092.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0092.jpg,train,0,train,C-W1-0092.jpg,8181d87c7a20ae8e2eb9c2da5c10d230,c-w1,415,9509428921581487893,11146638707508364749,True,
train,train__C-W1-0093.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0093.jpg,train,0,train,C-W1-0093.jpg,2fde0284ffd785ee9d9e3d1bde7ba123,c-w1,301,14436570445839855736,10484522196876132739,True,
train,train__C-W1-0094.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0094.jpg,train,0,train,C-W1-0094.jpg,e4bc692393b0452c3b1caf60e2b449d7,c-w1,322,11367205729257967667,17361641481138401392,True,
train,train__C-W1-0095.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0095.jpg,train,0,train,C-W1-0095.jpg,7902568a47ae7dd94f53f2533e6709e2,c-w1,407,10789070154212325644,8138269444283625712,True,
train,train__C-W1-0096.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0096.jpg,train,0,train,C-W1-0096.jpg,5ad33ce2251e48417bb4f58d1dea1434,c-w1,406,10787082503442689053,8140521244097310960,True,
train,train__C-W1-0097.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0097.jpg,train,0,train,C-W1-0097.jpg,792d8ab930f0965653a97ab1303a0a2c,c-w1,427,10896015750587315084,17935850467988402416,True,
