new_split,component_id,old_split,source_image_path,source_label_path,old_rel_image,new_image_name,new_label_name,md5,source_group,instances
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0011.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0011.txt,C-W1-0011.jpg,train__C-W1-0011.jpg,train__C-W1-0011.txt,a08aafa4618f09525d46cf9fbab1bdcf,c-w1,358
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0012.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0012.txt,C-W1-0012.jpg,train__C-W1-0012.jpg,train__C-W1-0012.txt,258bdc64e2b7477b045001a21fd68c50,c-w1,359
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0013.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0013.txt,C-W1-0013.jpg,train__C-W1-0013.jpg,train__C-W1-0013.txt,ccc443e6440486ddf418aa3539b0fd20,c-w1,927
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0014.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0014.txt,C-W1-0014.jpg,train__C-W1-0014.jpg,train__C-W1-0014.txt,a64df65330fc76c6390614a7a232d48c,c-w1,973
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0015.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0015.txt,C-W1-0015.jpg,train__C-W1-0015.jpg,train__C-W1-0015.txt,b3431f72aaeb7eb5d6d3a80f5d9e4a46,c-w1,956
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0016.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0016.txt,C-W1-0016.jpg,train__C-W1-0016.jpg,train__C-W1-0016.txt,42ffdb275ca2fce8bd87bed375d0e0cd,c-w1,981
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0017.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0017.txt,C-W1-0017.jpg,train__C-W1-0017.jpg,train__C-W1-0017.txt,b19f65b4f8175f1df2baf1557e1fc4d6,c-w1,977
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0018.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0018.txt,C-W1-0018.jpg,train__C-W1-0018.jpg,train__C-W1-0018.txt,68d5fb67b2d210d28da568c8ee3af691,c-w1,941
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0019.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0019.txt,C-W1-0019.jpg,train__C-W1-0019.jpg,train__C-W1-0019.txt,8af14a9f8398682b368bdd6d339acb99,c-w1,742
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0020.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0020.txt,C-W1-0020.jpg,train__C-W1-0020.jpg,train__C-W1-0020.txt,1a480ca32b3c0ca5cc8ad8d3f0d47f7d,c-w1,963
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0021.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0021.txt,C-W1-0021.jpg,train__C-W1-0021.jpg,train__C-W1-0021.txt,3207808bd4986f7f2fd3b80fa3a23d90,c-w1,774
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0022.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0022.txt,C-W1-0022.jpg,train__C-W1-0022.jpg,train__C-W1-0022.txt,141134641b5299c5e51d4bfc98e6ad60,c-w1,835
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0023.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0023.txt,C-W1-0023.jpg,train__C-W1-0023.jpg,train__C-W1-0023.txt,0362f59d93811ab78a2a2889f1c2e311,c-w1,845
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0024.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0024.txt,C-W1-0024.jpg,train__C-W1-0024.jpg,train__C-W1-0024.txt,4648608e26eace66097514cc57efce49,c-w1,361
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0025.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0025.txt,C-W1-0025.jpg,train__C-W1-0025.jpg,train__C-W1-0025.txt,d42dd1e3724f14836bf31d09b6c5f25e,c-w1,689
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0026.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0026.txt,C-W1-0026.jpg,train__C-W1-0026.jpg,train__C-W1-0026.txt,3c73a4896979ee112d1b8320c0a0801a,c-w1,368
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0027.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0027.txt,C-W1-0027.jpg,train__C-W1-0027.jpg,train__C-W1-0027.txt,681c73bb5c670fa3bec1bd58ad579876,c-w1,896
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0028.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0028.txt,C-W1-0028.jpg,train__C-W1-0028.jpg,train__C-W1-0028.txt,77c2f63e951d4caa3e97060ac7b9b85c,c-w1,739
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0029.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0029.txt,C-W1-0029.jpg,train__C-W1-0029.jpg,train__C-W1-0029.txt,5a0c4db7e4f825a9e411151d3433885d,c-w1,436
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0030.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0030.txt,C-W1-0030.jpg,train__C-W1-0030.jpg,train__C-W1-0030.txt,882f8606f49a0f565104af12eb28f15d,c-w1,221
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0031.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0031.txt,C-W1-0031.jpg,train__C-W1-0031.jpg,train__C-W1-0031.txt,39f2b0faba270cb57d240b9e25a57d8a,c-w1,572
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0032.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0032.txt,C-W1-0032.jpg,train__C-W1-0032.jpg,train__C-W1-0032.txt,c2a66508dd82522b517e6dcd8e3593fe,c-w1,563
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0033.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0033.txt,C-W1-0033.jpg,train__C-W1-0033.jpg,train__C-W1-0033.txt,caed07ca0a840d7b28c83f7a590cb000,c-w1,457
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0034.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0034.txt,C-W1-0034.jpg,train__C-W1-0034.jpg,train__C-W1-0034.txt,4132b2fcc35a1c535692883d41309c60,c-w1,403
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0035.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0035.txt,C-W1-0035.jpg,train__C-W1-0035.jpg,train__C-W1-0035.txt,546e48d4058c1bb0426a8f3899c824d6,c-w1,405
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0036.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0036.txt,C-W1-0036.jpg,train__C-W1-0036.jpg,train__C-W1-0036.txt,4e72d2acd25c2e769ff62e4fff42051f,c-w1,455
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0037.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0037.txt,C-W1-0037.jpg,train__C-W1-0037.jpg,train__C-W1-0037.txt,ad75257051ae314180207651fac7e8ad,c-w1,465
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0038.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0038.txt,C-W1-0038.jpg,train__C-W1-0038.jpg,train__C-W1-0038.txt,8e99a7abe6af35fb596f8d16c50fe79e,c-w1,463
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0039.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0039.txt,C-W1-0039.jpg,train__C-W1-0039.jpg,train__C-W1-0039.txt,e0c4ec1492ea023dcb9a42d18333c553,c-w1,651
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0040.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0040.txt,C-W1-0040.jpg,train__C-W1-0040.jpg,train__C-W1-0040.txt,7fa28059411b7f99cbad2947068117ad,c-w1,261
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0041.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0041.txt,C-W1-0041.jpg,train__C-W1-0041.jpg,train__C-W1-0041.txt,4909c1285249ddb1d788240a87518e4d,c-w1,302
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0042.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0042.txt,C-W1-0042.jpg,train__C-W1-0042.jpg,train__C-W1-0042.txt,114642070194d4c0ab547052dc146740,c-w1,320
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0043.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0043.txt,C-W1-0043.jpg,train__C-W1-0043.jpg,train__C-W1-0043.txt,bf104a69b6e0698e02bf49967002dc3a,c-w1,448
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0044.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0044.txt,C-W1-0044.jpg,train__C-W1-0044.jpg,train__C-W1-0044.txt,a6d3a8a59bd461f269cf314244f7a0e3,c-w1,408
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0045.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0045.txt,C-W1-0045.jpg,train__C-W1-0045.jpg,train__C-W1-0045.txt,5aaf3a2be8f73ba197ebd144f8ca467e,c-w1,252
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0046.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0046.txt,C-W1-0046.jpg,train__C-W1-0046.jpg,train__C-W1-0046.txt,81613d38d501de802df334c6bc29c79d,c-w1,308
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0047.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0047.txt,C-W1-0047.jpg,train__C-W1-0047.jpg,train__C-W1-0047.txt,88de6d1ac0cdbee7e92f9f9719c94405,c-w1,302
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0048.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0048.txt,C-W1-0048.jpg,train__C-W1-0048.jpg,train__C-W1-0048.txt,edd47ab498848007284c9a56e993d940,c-w1,812
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0049.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0049.txt,C-W1-0049.jpg,train__C-W1-0049.jpg,train__C-W1-0049.txt,f38f262915d835e846d1ee0053427262,c-w1,908
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0050.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0050.txt,C-W1-0050.jpg,train__C-W1-0050.jpg,train__C-W1-0050.txt,e4f3eb7f1c0f0d341f23daf929e1a53b,c-w1,335
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0051.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0051.txt,C-W1-0051.jpg,train__C-W1-0051.jpg,train__C-W1-0051.txt,171265252388b105cd8bf185ca3397c7,c-w1,699
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0052.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0052.txt,C-W1-0052.jpg,train__C-W1-0052.jpg,train__C-W1-0052.txt,a4ff5513f2aeadb99e1107eb55e44643,c-w1,600
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0053.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0053.txt,C-W1-0053.jpg,train__C-W1-0053.jpg,train__C-W1-0053.txt,bd8b9bef69b004d59bc67ae6be66e7ae,c-w1,394
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0054.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0054.txt,C-W1-0054.jpg,train__C-W1-0054.jpg,train__C-W1-0054.txt,64a5e89f06cc76cd9b567ac85778db04,c-w1,426
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0055.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0055.txt,C-W1-0055.jpg,train__C-W1-0055.jpg,train__C-W1-0055.txt,eb7e205fde1c0f40d807e41e3467fd25,c-w1,685
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0056.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0056.txt,C-W1-0056.jpg,train__C-W1-0056.jpg,train__C-W1-0056.txt,dcef24d3107da6f0683dba7d3ce88949,c-w1,707
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0057.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0057.txt,C-W1-0057.jpg,train__C-W1-0057.jpg,train__C-W1-0057.txt,ba04daaaf791d8de655bc8bfcb7adc1f,c-w1,829
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0058.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0058.txt,C-W1-0058.jpg,train__C-W1-0058.jpg,train__C-W1-0058.txt,b8f47ae5947720be58195b8d6f1198d4,c-w1,821
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0059.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0059.txt,C-W1-0059.jpg,train__C-W1-0059.jpg,train__C-W1-0059.txt,18c00b31f0f6b07f7c29490bdca46c06,c-w1,826
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0060.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0060.txt,C-W1-0060.jpg,train__C-W1-0060.jpg,train__C-W1-0060.txt,210bcb327437440af7071bbb3ae07c10,c-w1,863
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0061.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0061.txt,C-W1-0061.jpg,train__C-W1-0061.jpg,train__C-W1-0061.txt,697fee56b96505a72e8c5d328c7d8e2c,c-w1,1151
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0062.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0062.txt,C-W1-0062.jpg,train__C-W1-0062.jpg,train__C-W1-0062.txt,9f8bb36ac9003200a9426cddbbcd32e4,c-w1,899
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0063.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0063.txt,C-W1-0063.jpg,train__C-W1-0063.jpg,train__C-W1-0063.txt,ced789a2bb3fee499eae4f22ef5bead9,c-w1,947
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0064.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0064.txt,C-W1-0064.jpg,train__C-W1-0064.jpg,train__C-W1-0064.txt,5a465a116ef5ca8f57b87ed5be1802b7,c-w1,563
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0065.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0065.txt,C-W1-0065.jpg,train__C-W1-0065.jpg,train__C-W1-0065.txt,dc182b387b39116597c5887ab8c61926,c-w1,419
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0066.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0066.txt,C-W1-0066.jpg,train__C-W1-0066.jpg,train__C-W1-0066.txt,03b4da40cfa528532cf8ad67da254092,c-w1,710
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0067.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0067.txt,C-W1-0067.jpg,train__C-W1-0067.jpg,train__C-W1-0067.txt,edd42d79e8480c489a318be2aac366b9,c-w1,831
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0068.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0068.txt,C-W1-0068.jpg,train__C-W1-0068.jpg,train__C-W1-0068.txt,ff567af230aff0fdfc292a1f00f5dd0e,c-w1,151
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0069.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0069.txt,C-W1-0069.jpg,train__C-W1-0069.jpg,train__C-W1-0069.txt,f1ae43f121991c0dc2534723dd69da94,c-w1,144
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0070.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0070.txt,C-W1-0070.jpg,train__C-W1-0070.jpg,train__C-W1-0070.txt,6d7f62b2641eb12b121c8141d5e62a20,c-w1,274
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0071.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0071.txt,C-W1-0071.jpg,train__C-W1-0071.jpg,train__C-W1-0071.txt,43a37e6217928e584bc0f1a8e63efd4a,c-w1,682
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0072.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0072.txt,C-W1-0072.jpg,train__C-W1-0072.jpg,train__C-W1-0072.txt,6d511eff6d249cda76c284216b8c3c3a,c-w1,923
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0073.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0073.txt,C-W1-0073.jpg,train__C-W1-0073.jpg,train__C-W1-0073.txt,5195477519fcc3e8303f4720f2e24c7b,c-w1,222
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0074.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0074.txt,C-W1-0074.jpg,train__C-W1-0074.jpg,train__C-W1-0074.txt,9f4b3dc335613c6edb0089bac4dc5368,c-w1,245
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0075.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0075.txt,C-W1-0075.jpg,train__C-W1-0075.jpg,train__C-W1-0075.txt,18be06d59cb12c97f944c1dcdbb998ff,c-w1,168
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0076.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0076.txt,C-W1-0076.jpg,train__C-W1-0076.jpg,train__C-W1-0076.txt,7de1cd7dd7b65fa1254a6f805ea1750e,c-w1,258
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0077.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0077.txt,C-W1-0077.jpg,train__C-W1-0077.jpg,train__C-W1-0077.txt,0a0d9295d0efb2cd43c86d0165faf42a,c-w1,119
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0078.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0078.txt,C-W1-0078.jpg,train__C-W1-0078.jpg,train__C-W1-0078.txt,584cc665ba5f3810e3e745956f85ded6,c-w1,117
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0079.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0079.txt,C-W1-0079.jpg,train__C-W1-0079.jpg,train__C-W1-0079.txt,63d88897f29fe4143079cd2b312c8cf1,c-w1,95
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0080.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0080.txt,C-W1-0080.jpg,train__C-W1-0080.jpg,train__C-W1-0080.txt,b073b7beea8cc9dcda99f2e8353d01f1,c-w1,399
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0081.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0081.txt,C-W1-0081.jpg,train__C-W1-0081.jpg,train__C-W1-0081.txt,dca48507ea356fc3c770f996b3d164ec,c-w1,270
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0082.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0082.txt,C-W1-0082.jpg,train__C-W1-0082.jpg,train__C-W1-0082.txt,0b601b340d8e8b0354215a47c3f3a9f4,c-w1,193
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0083.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0083.txt,C-W1-0083.jpg,train__C-W1-0083.jpg,train__C-W1-0083.txt,8992770bb04558b5db613d63707a3dee,c-w1,388
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0084.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0084.txt,C-W1-0084.jpg,train__C-W1-0084.jpg,train__C-W1-0084.txt,fb5c095d4369d51d50cdb60522840e0f,c-w1,414
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0085.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0085.txt,C-W1-0085.jpg,train__C-W1-0085.jpg,train__C-W1-0085.txt,bba005206ebe82b6bffcf6c48f61209e,c-w1,158
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0086.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0086.txt,C-W1-0086.jpg,train__C-W1-0086.jpg,train__C-W1-0086.txt,1dec763660179f6c876a975ac3f23a45,c-w1,81
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0087.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0087.txt,C-W1-0087.jpg,train__C-W1-0087.jpg,train__C-W1-0087.txt,2f427baa352e9303d847dbf5eff8e860,c-w1,131
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0088.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0088.txt,C-W1-0088.jpg,train__C-W1-0088.jpg,train__C-W1-0088.txt,793f68e3cdc36bdd7e38f572f8cad0a7,c-w1,147
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0089.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0089.txt,C-W1-0089.jpg,train__C-W1-0089.jpg,train__C-W1-0089.txt,6b12a75d5fb0035cc4646ad982060128,c-w1,642
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0090.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0090.txt,C-W1-0090.jpg,train__C-W1-0090.jpg,train__C-W1-0090.txt,2fc42fc0ec27260a92f485868b60dec9,c-w1,783
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0091.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0091.txt,C-W1-0091.jpg,train__C-W1-0091.jpg,train__C-W1-0091.txt,67940b9c3dc02c5675e31e562abbd1b0,c-w1,197
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0092.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0092.txt,C-W1-0092.jpg,train__C-W1-0092.jpg,train__C-W1-0092.txt,8181d87c7a20ae8e2eb9c2da5c10d230,c-w1,415
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0093.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0093.txt,C-W1-0093.jpg,train__C-W1-0093.jpg,train__C-W1-0093.txt,2fde0284ffd785ee9d9e3d1bde7ba123,c-w1,301
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0094.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0094.txt,C-W1-0094.jpg,train__C-W1-0094.jpg,train__C-W1-0094.txt,e4bc692393b0452c3b1caf60e2b449d7,c-w1,322
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0095.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0095.txt,C-W1-0095.jpg,train__C-W1-0095.jpg,train__C-W1-0095.txt,7902568a47ae7dd94f53f2533e6709e2,c-w1,407
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0096.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0096.txt,C-W1-0096.jpg,train__C-W1-0096.jpg,train__C-W1-0096.txt,5ad33ce2251e48417bb4f58d1dea1434,c-w1,406
train,0,train,D:\Broiler chicken detection dataset\data\images\train\C-W1-0097.jpg,D:\Broiler chicken detection dataset\data\labels\train\C-W1-0097.txt,C-W1-0097.jpg,train__C-W1-0097.jpg,train__C-W1-0097.txt,792d8ab930f0965653a97ab1303a0a2c,c-w1,427
